"ID" "Student Name" "Student Email" "Branch Code" "Academic Batch" "CGPA" "Sign_In_Count"
"4959" "dore" "dore9007.assp@nighthack.in" "assp079" "2016" "5.61" "1"
"4960" "dbagiwea" "dbagiwea3051.eaee@nighthack.in" "eaee003" "2015" "7.79" "57"
"4961" "aindaavv" "aindaavv1010.bods@nighthack.in" "bods011" "2018" "8.29" "25"
"4962" "nvitediah" "nvitediah6016.csan@nighthack.in" "csan036" "2014" "8.51" "1"
"4963" "nrenaugs" "nrenaugs0004.dop@nighthack.in" "dop010" "2017" "9.8" "47"
"4964" "aijsenwit" "aijsenwit6027.pd@nighthack.in" "pd006" "2015" "6.27" "16"
"4965" "wmthea" "wmthea2002.papd@nighthack.in" "papd072" "2017" "4.73" "0"
"4966" "amhto" "amhto5008.me@nighthack.in" "me005" "2018" "5.33" "0"
"4967" "hhtroi" "hhtroi2100.csae@nighthack.in" "csae002" "2018" "6.71" "45"
"4968" "tanur" "tanur8043.b@nighthack.in" "b018" "2018" "5.67" "54"
"4969" "sehaked" "sehaked3002.ic@nighthack.in" "ic083" "2018" "4.59" "1"
"4970" "esiavnesr" "esiavnesr9060.bop@nighthack.in" "bop009" "2018" "9.8" "47"
"4971" "nahro" "nahro2036.csae@nighthack.in" "csae002" "2015" "4.52" "90"
"4972" "htesaj" "htesaj8007.amd@nighthack.in" "amd028" "2018" "6.77" "0"
"4973" "anaith" "anaith7001.rtes@nighthack.in" "rtes037" "2015" "6.84" "9"
"4974" "ibauhmk" "ibauhmk1044.bods@nighthack.in" "bods011" "2016" "8.98" "26"
"4975" "ahrkes" "ahrkes3004.ic@nighthack.in" "ic083" "2018" "8.76" "1"
"4976" "thaomug" "thaomug8043.bohm@nighthack.in" "bohm008" "2017" "8.07" "30"
"4977" "dafha" "dafha3306.eaee@nighthack.in" "eaee003" "2015" "8.14" "11"
"4978" "rkmukarian" "rkmukarian5033.me@nighthack.in" "me005" "2017" "6.94" "34"
"4979" "ncndaaah" "ncndaaah8009.b@nighthack.in" "b018" "2018" "6.71" "98"
"4980" "hasbmuh" "hasbmuh2175.csae@nighthack.in" "csae002" "2017" "8.66" "141"
"4981" "d.sisraahahsh" "d.sisraahahsh8106.bohm@nighthack.in" "bohm008" "2016" "7.02" "0"
"4982" "hekvanesat" "hekvanesat1003.dsaip@nighthack.in" "dsaip031" "2015" "5.09" "80"
"4983" "ikrna" "ikrna3032.eaee@nighthack.in" "eaee003" "2015" "7.16" "27"
"4984" ".i.tsrhbhu" ".i.tsrhbhu1006.dsaip@nighthack.in" "dsaip031" "2014" "6.46" "3"
"4985" "aihklbcaba" "aihklbcaba4006.re@nighthack.in" "re074" "2016" "7.64" "8"
"4986" "eisnhd" "eisnhd9009.bop@nighthack.in" "bop009" "2016" "5.71" "104"
"4987" "ironb" "ironb9005.be@nighthack.in" "be029" "2017" "6.01" "0"
"4988" "aamhsbn" "aamhsbn7075.hrm@nighthack.in" "hrm048" "2016" "6.95" "0"
"4989" "sharhke" "sharhke2097.csae@nighthack.in" "csae002" "2017" "7.28" "124"
"4990" "ahsavr" "ahsavr2195.csae@nighthack.in" "csae002" "2017" "7.03" "30"
"4991" "vraaalak" "vraaalak4044.eace@nighthack.in" "eace004" "2018" "6.11" "35"
"4992" "traathyh" "traathyh1046.ce@nighthack.in" "ce001" "2016" "5.25" "56"
"4993" "nvue" "nvue5332.me@nighthack.in" "me005" "2015" "10.0" "1"
"4994" "sahyak" "sahyak8011.bohm@nighthack.in" "bohm008" "2016" "6.64" "159"
"4995" "aaihnkt" "aaihnkt1001.baf@nighthack.in" "baf052" "2017" "8.55" "0"
"4996" "atwmgho" "atwmgho0006.ceam@nighthack.in" "ceam040" "2015" "6.35" "11"
"4997" "tnahech" "tnahech8032.bohm@nighthack.in" "bohm008" "2016" "7.31" "97"
"4998" "ormonsa" "ormonsa8043.bohm@nighthack.in" "bohm008" "2015" "8.53" "2"
"4999" "irabhamaamytlg" "irabhamaamytlg2069.csae@nighthack.in" "csae002" "2015" "5.21" "55"
"5000" "arvanepe" "arvanepe8004.amd@nighthack.in" "amd028" "2018" "9.28" "0"
"5001" "ravuas" "ravuas2218.csae@nighthack.in" "csae002" "2017" "5.02" "133"
"5002" "hbhasir" "hbhasir2101.csae@nighthack.in" "csae002" "2016" "7.67" "8"
"5003" "thjanie" "thjanie8001.cdae@nighthack.in" "cdae068" "2016" "6.74" "4"
"5004" "adeep" "adeep7001.pc@nighthack.in" "pc057" "2017" "9.05" "26"
"5005" "nhnaakc" "nhnaakc8006.p@nighthack.in" "p058" "2014" "7.78" "6"
"5006" "neumailm" "neumailm8038.bohm@nighthack.in" "bohm008" "2018" "8.43" "0"
"5007" "jatnhri" "jatnhri4007.mlais@nighthack.in" "mlais224" "2018" "8.38" "10"
"5008" "itjrase" "itjrase4112.eace@nighthack.in" "eace004" "2018" "8.04" "26"
"5009" "lprjawa" "lprjawa5002.sacse@nighthack.in" "sacse035" "2015" "7.04" "105"
"5010" "tyaokcbahrr" "tyaokcbahrr9004.p@nighthack.in" "p059" "2018" "5.49" "8"
"5011" "radvnair" "radvnair8002.edtm@nighthack.in" "edtm223" "2014" "6.17" "2"
"5012" "dsdeiqi" "dsdeiqi5002.ic@nighthack.in" "ic083" "2015" "9.63" "3"
"5013" "esammhr" "esammhr8001.bohm@nighthack.in" "bohm008" "2017" "9.47" "0"
"5014" "jhatra" "jhatra2100.csae@nighthack.in" "csae002" "2016" "5.06" "9"
"5015" "isnasuh" "isnasuh9014.csd@nighthack.in" "csd039" "2018" "6.34" "0"
"5016" "ernanrpud" "ernanrpud7024.hrm@nighthack.in" "hrm048" "2018" "8.32" "0"
"5017" "numolaj" "numolaj9021.csd@nighthack.in" "csd039" "2018" "7.37" "0"
"5018" "tkiraikrhuis" "tkiraikrhuis7021.fm@nighthack.in" "fm047" "2018" "9.34" "10"
"5019" "nvpeare" "nvpeare2043.csae@nighthack.in" "csae002" "2017" "8.08" "181"
"5020" "swainhi" "swainhi9005.csd@nighthack.in" "csd039" "2016" "5.26" "1"
"5021" "ojamn" "ojamn1017.ce@nighthack.in" "ce001" "2015" "7.89" "43"
"5022" "ialshv" "ialshv5036.me@nighthack.in" "me005" "2015" "8.6" "20"
"5023" "deirp.ert" "deirp.ert0003.opam@nighthack.in" "opam070" "2016" "6.5" "0"
"5024" "arydsoaun" "arydsoaun1053.bods@nighthack.in" "bods011" "2018" "9.23" "8"
"5025" "uinhnta" "uinhnta2303.ase@nighthack.in" "ase012" "2017" "6.11" "0"
"5026" "narm.dri" "narm.dri0002.opam@nighthack.in" "opam070" "2015" "9.41" "8"
"5027" "yitjho" "yitjho6008.moha@nighthack.in" "moha086" "2017" "9.97" "4"
"5028" "hatsin" "hatsin2098.csae@nighthack.in" "csae002" "2017" "9.21" "169"
"5029" "lmhtailna" "lmhtailna1310.ce@nighthack.in" "ce001" "2015" "6.64" "82"
"5030" "asvahrn" "asvahrn8098.bohm@nighthack.in" "bohm008" "2017" "8.33" "0"
"5031" "rsdanha" "rsdanha3029.eaee@nighthack.in" "eaee003" "2015" "5.06" "17"
"5032" "spalih" "spalih9047.bop@nighthack.in" "bop009" "2016" "7.06" "25"
"5033" "sihairnhd" "sihairnhd2068.csae@nighthack.in" "csae002" "2018" "7.53" "0"
"5034" "risahtah" "risahtah1003.bods@nighthack.in" "bods011" "2015" "9.06" "26"
"5035" "rnaapj" "rnaapj7059.sbae@nighthack.in" "sbae050" "2016" "8.73" "0"
"5036" "ihvusn" "ihvusn3007.apd@nighthack.in" "apd023" "2016" "9.53" "40"
"5037" "dazardhi." "dazardhi.2006.papd@nighthack.in" "papd072" "2015" "5.83" "14"
"5038" "kaihusk" "kaihusk7017.fm@nighthack.in" "fm047" "2018" "7.98" "1"
"5039" "kanalu" "kanalu2112.csae@nighthack.in" "csae002" "2017" "6.18" "60"
"5040" "aikhrtk" "aikhrtk6029.pd@nighthack.in" "pd006" "2017" "5.21" "43"
"5041" "daepmaer" "daepmaer8011.bohm@nighthack.in" "bohm008" "2018" "7.82" "25"
"5042" "hatumns" "hatumns1005.pd@nighthack.in" "pd041" "2014" "6.03" "12"
"5043" "marrisu" "marrisu0012.ceam@nighthack.in" "ceam040" "2018" "7.5" "0"
"5044" "dbrraia" "dbrraia5021.me@nighthack.in" "me005" "2014" "9.06" "85"
"5045" "itjshru" "itjshru3021.eaee@nighthack.in" "eaee003" "2014" "6.09" "67"
"5046" "ishsha" "ishsha1030.ce@nighthack.in" "ce001" "2016" "9.35" "65"
"5047" "a.snjyan" "a.snjyan8070.bohm@nighthack.in" "bohm008" "2014" "6.39" "179"
"5048" "umstbaas" "umstbaas8002.p@nighthack.in" "p058" "2015" "7.84" "19"
"5049" "h.aaahktrnm" "h.aaahktrnm1010.ae@nighthack.in" "ae021" "2014" "6.05" "1"
"5050" "irusht" "irusht7120.fm@nighthack.in" "fm047" "2018" "5.03" "1"
"5051" "khsnai" "khsnai2013.csae@nighthack.in" "csae002" "2014" "7.53" "18"
"5052" "ahhirs" "ahhirs4307.eace@nighthack.in" "eace004" "2015" "5.18" "0"
"5053" "tariij" "tariij2020.csae@nighthack.in" "csae002" "2018" "4.65" "37"
"5054" "nhatlieajeg" "nhatlieajeg4019.fm@nighthack.in" "fm047" "2014" "8.07" "2"
"5055" "gnauraja" "gnauraja1003.ae@nighthack.in" "ae201" "2015" "5.98" "1"
"5056" "aadgnrgoauan" "aadgnrgoauan5004.sacse@nighthack.in" "sacse035" "2015" "7.58" "12"
"5057" "neahrlack" "neahrlack2059.csae@nighthack.in" "csae002" "2018" "7.37" "25"
"5058" "hrssemkahao" "hrssemkahao4002.assp@nighthack.in" "assp079" "2015" "4.73" "56"
"5059" "itida" "itida4006.eace@nighthack.in" "eace004" "2018" "9.37" "226"
"5060" "aulth" "aulth3018.ic@nighthack.in" "ic083" "2016" "7.83" "0"
"5061" "oammdhma" "oammdhma9032.fpat@nighthack.in" "fpat019" "2018" "7.56" "124"
"5062" "knatai" "knatai1003.ce@nighthack.in" "ce001" "2015" "5.82" "10"
"5063" "shkaihs" "shkaihs1025.bods@nighthack.in" "bods011" "2016" "5.86" "69"
"5064" "olras.nd" "olras.nd9004.oado@nighthack.in" "oado069" "2015" "4.66" "5"
"5065" "aadobn" "aadobn4013.eace@nighthack.in" "eace004" "2016" "6.61" "30"
"5066" "hnvwshitaa" "hnvwshitaa7002.amd@nighthack.in" "amd219" "2014" "8.42" "1"
"5067" "eep.sndap" "eep.sndap8077.bohm@nighthack.in" "bohm008" "2015" "5.47" "5"
"5068" "ahtkikr" "ahtkikr9026.bop@nighthack.in" "bop009" "2018" "5.8" "17"
"5069" "rshyae" "rshyae3025.eaee@nighthack.in" "eaee003" "2015" "9.74" "65"
"5070" "nlldoai" "nlldoai1023.ce@nighthack.in" "ce001" "2017" "5.39" "138"
"5071" "kraaanm" "kraaanm1019.bods@nighthack.in" "bods011" "2017" "4.82" "2"
"5072" "oalnguvep" "oalnguvep8080.bohm@nighthack.in" "bohm008" "2014" "5.94" "62"
"5073" "neah" "neah1065.bods@nighthack.in" "bods011" "2014" "7.69" "6"
"5074" "kirahtk" "kirahtk3305.eaee@nighthack.in" "eaee003" "2016" "6.22" "29"
"5075" "shjate" "shjate0039.dop@nighthack.in" "dop010" "2016" "7.65" "0"
"5076" "nevluraiuess" "nevluraiuess0009.ceam@nighthack.in" "ceam040" "2014" "6.9" "7"
"5077" "iidnncha" "iidnncha6002.p@nighthack.in" "p066" "2018" "7.61" "0"
"5078" "krdranuima" "krdranuima1015.bods@nighthack.in" "bods011" "2018" "4.57" "93"
"5079" "aasarjbva" "aasarjbva2012.csae@nighthack.in" "csae002" "2018" "7.57" "84"
"5080" "rakaun" "rakaun9042.bop@nighthack.in" "bop009" "2015" "9.22" "48"
"5081" "bdharwhaaj" "bdharwhaaj6013.pd@nighthack.in" "pd006" "2017" "4.66" "95"
"5082" "shmato" "shmato5002.esde@nighthack.in" "esde215" "2017" "5.75" "0"
"5083" "aumns" "aumns3004.apd@nighthack.in" "apd023" "2015" "5.22" "7"
"5084" "estyth" "estyth1016.bods@nighthack.in" "bods011" "2017" "7.85" "41"
"5085" "niahavb" "niahavb2050.csae@nighthack.in" "csae002" "2015" "9.5" "82"
"5086" "njhoson" "njhoson9014.bop@nighthack.in" "bop009" "2016" "7.77" "125"
"5087" "o'szdau" "o'szdau9013.csd@nighthack.in" "csd039" "2016" "7.1" "8"
"5088" "emareesh" "emareesh3002.dpips@nighthack.in" "dpips713" "2017" "7.79" "0"
"5089" "svauik" "svauik6004.amt@nighthack.in" "amt026" "2014" "7.22" "1"
"5090" "rasndmeahi" "rasndmeahi9097.bop@nighthack.in" "bop009" "2018" "6.28" "67"
"5091" "aakwhatkr" "aakwhatkr1001.hm@nighthack.in" "hm111" "2017" "9.01" "18"
"5092" "aavimn" "aavimn2004.papd@nighthack.in" "papd072" "2017" "6.96" "0"
"5093" "manaa" "manaa0029.dop@nighthack.in" "dop010" "2018" "4.85" "2"
"5094" "minnaakta" "minnaakta3017.eaee@nighthack.in" "eaee003" "2015" "7.55" "69"
"5095" "hhsrsieihkuin" "hhsrsieihkuin3007.ott@nighthack.in" "ott403" "2018" "7.21" "1"
"5096" "ueskhm" "ueskhm5046.me@nighthack.in" "me005" "2017" "8.19" "75"
"5097" "haimfta" "haimfta1055.bods@nighthack.in" "bods011" "2018" "9.14" "26"
"5098" "ahriaywsa" "ahriaywsa9004.csd@nighthack.in" "csd039" "2018" "7.26" "0"
"5099" "nnveae" "nnveae4065.eace@nighthack.in" "eace004" "2017" "8.23" "47"
"5100" "oalpsn" "oalpsn8091.bohm@nighthack.in" "bohm008" "2015" "8.36" "10"
"5101" "tiahnarj" "tiahnarj3021.eaee@nighthack.in" "eaee003" "2016" "6.62" "76"
"5102" "hceahuts" "hceahuts5030.me@nighthack.in" "me005" "2014" "8.06" "54"
"5103" "apnhdogaagyy" "apnhdogaagyy1009.bods@nighthack.in" "bods011" "2017" "9.57" "125"
"5104" "ejnrate" "ejnrate5065.me@nighthack.in" "me005" "2017" "9.12" "85"
"5105" "aatynh" "aatynh5055.me@nighthack.in" "me005" "2018" "7.32" "29"
"5106" "sankshha" "sankshha2039.csae@nighthack.in" "csae002" "2015" "5.97" "55"
"5107" "aankhssh" "aankhssh2049.ase@nighthack.in" "ase012" "2017" "7.11" "67"
"5108" "nhsaaiarmn" "nhsaaiarmn2032.ase@nighthack.in" "ase012" "2017" "4.91" "93"
"5109" "kaasrn" "kaasrn8011.bohm@nighthack.in" "bohm008" "2015" "5.71" "16"
"5110" "itaahhvsr" "itaahhvsr8044.b@nighthack.in" "b018" "2018" "5.91" "194"
"5111" "vaekiramstaahnn" "vaekiramstaahnn9003.amd@nighthack.in" "amd219" "2018" "7.15" "0"
"5112" "anrik" "anrik1013.ce@nighthack.in" "ce001" "2016" "9.0" "152"
"5113" "omnaok" "omnaok2186.csae@nighthack.in" "csae002" "2017" "8.7" "79"
"5114" "ohskaarmp" "ohskaarmp7019.edtm@nighthack.in" "edtm222" "2014" "9.64" "1"
"5115" "aayj" "aayj4006.eace@nighthack.in" "eace004" "2017" "8.62" "63"
"5116" "yacha" "yacha7017.fm@nighthack.in" "fm047" "2016" "9.99" "6"
"5117" "nnhtii" "nnhtii9014.csd@nighthack.in" "csd039" "2016" "8.61" "1"
"5118" "ajrees" "ajrees9043.bop@nighthack.in" "bop009" "2016" "8.65" "91"
"5119" "nlisu" "nlisu1326.ce@nighthack.in" "ce001" "2015" "4.55" "0"
"5120" "aiaryakpp" "aiaryakpp6007.aaf@nighthack.in" "aaf016" "2018" "6.74" "43"
"5121" "iapbddaot" "iapbddaot4012.hrm@nighthack.in" "hrm048" "2015" "6.25" "8"
"5122" "samahr" "samahr1014.aat@nighthack.in" "aat051" "2018" "7.86" "7"
"5123" "rlaapwj" "rlaapwj4079.eace@nighthack.in" "eace004" "2017" "9.11" "0"
"5124" "iniharhisvma" "iniharhisvma8049.bohm@nighthack.in" "bohm008" "2017" "9.45" "17"
"5125" "haadnn" "haadnn2021.ase@nighthack.in" "ase012" "2018" "9.98" "73"
"5126" "ithuls" "ithuls2189.csae@nighthack.in" "csae002" "2017" "5.61" "103"
"5127" "hskaebhi" "hskaebhi7001.pbm@nighthack.in" "pbm087" "2018" "4.57" "4"
"5128" "avssivrtha" "avssivrtha6062.fm@nighthack.in" "fm047" "2017" "5.86" "2"
"5129" "skaha" "skaha8003.bohm@nighthack.in" "bohm008" "2015" "8.98" "4"
"5130" "seatnhvke" "seatnhvke1011.ce@nighthack.in" "ce001" "2016" "6.14" "217"
"5131" "uhanaks" "uhanaks3040.eaee@nighthack.in" "eaee003" "2018" "9.31" "24"
"5132" "esdenap" "esdenap8076.bohm@nighthack.in" "bohm008" "2015" "7.56" "12"
"5133" "arnba" "arnba2032.csae@nighthack.in" "csae002" "2017" "9.09" "143"
"5134" "neephtu" "neephtu2096.csae@nighthack.in" "csae002" "2016" "9.58" "3"
"5135" "hulra" "hulra4032.eace@nighthack.in" "eace004" "2016" "6.69" "0"
"5136" "navee" "navee2046.csae@nighthack.in" "csae002" "2014" "5.29" "3"
"5137" "htapatmi" "htapatmi2092.csae@nighthack.in" "csae002" "2016" "8.36" "75"
"5138" "wyaainapd" "wyaainapd2305.csae@nighthack.in" "csae002" "2015" "6.87" "17"
"5139" "resaem" "resaem9012.csd@nighthack.in" "csd039" "2017" "9.62" "1"
"5140" "vhsaedyeir" "vhsaedyeir1017.mrait@nighthack.in" "mrait401" "2018" "8.2" "10"
"5141" "vekvi" "vekvi7016.edtm@nighthack.in" "edtm222" "2014" "4.92" "1"
"5142" "nishlet" "nishlet9005.dpieats@nighthack.in" "dpieats729" "2015" "7.1" "8"
"5143" "aaihnctay" "aaihnctay7031.fm@nighthack.in" "fm047" "2016" "9.01" "56"
"5144" "mdahmemu" "mdahmemu9024.bop@nighthack.in" "bop009" "2017" "6.76" "83"
"5145" "rntpaash" "rntpaash0011.ceam@nighthack.in" "ceam040" "2014" "7.87" "1"
"5146" "tvrah" "tvrah8010.b@nighthack.in" "b018" "2018" "4.73" "62"
"5147" "tnjhii" "tnjhii2001.csaia@nighthack.in" "csaia112" "2015" "7.37" "39"
"5148" "kdruiabtat" "kdruiabtat5325.me@nighthack.in" "me005" "2015" "6.55" "2"
"5149" "bsaub" "bsaub2007.csaia@nighthack.in" "csaia112" "2015" "6.23" "20"
"5150" "agaravh" "agaravh5001.me@nighthack.in" "me005" "2015" "8.37" "169"
"5151" "iyilllup" "iyilllup8014.b@nighthack.in" "b018" "2018" "7.62" "43"
"5152" "huirkht" "huirkht1009.ce@nighthack.in" "ce001" "2018" "6.44" "109"
"5153" "nrdhaash" "nrdhaash1011.ce@nighthack.in" "ce001" "2015" "8.37" "82"
"5154" "rmuaik" "rmuaik2229.csae@nighthack.in" "csae002" "2017" "8.02" "103"
"5155" "ituans" "ituans8015.p@nighthack.in" "p058" "2018" "7.43" "9"
"5156" "oalhkus" "oalhkus9029.bop@nighthack.in" "bop009" "2018" "8.65" "15"
"5157" "irhitsta" "irhitsta2401.csae@nighthack.in" "csae002" "2017" "9.47" "74"
"5158" "rkananaayk" "rkananaayk2011.csae@nighthack.in" "csae002" "2016" "7.93" "139"
"5159" "ahkeiktitelhpll" "ahkeiktitelhpll8001.cdae@nighthack.in" "cdae068" "2015" "5.44" "16"
"5160" "lcarmaiarimh" "lcarmaiarimh0015.dpieata@nighthack.in" "dpieata720" "2017" "5.38" "0"
"5161" "aomjn" "aomjn6002.p@nighthack.in" "p056" "2018" "5.14" "0"
"5162" "hiinnt" "hiinnt9009.dpieats@nighthack.in" "dpieats729" "2017" "8.52" "0"
"5163" "hnacthe" "hnacthe2007.csae@nighthack.in" "csae002" "2014" "6.42" "35"
"5164" "airhetfkh" "airhetfkh9001.csd@nighthack.in" "csd039" "2016" "7.51" "5"
"5165" "yajavi" "yajavi1042.ce@nighthack.in" "ce001" "2016" "7.82" "31"
"5166" "laaprkaongsnhi" "laaprkaongsnhi0002.ceam@nighthack.in" "ceam040" "2017" "7.11" "7"
"5167" "brieva" "brieva0008.dop@nighthack.in" "dop010" "2017" "9.77" "6"
"5168" "pthaasrn" "pthaasrn3319.eaee@nighthack.in" "eaee003" "2015" "8.18" "0"
"5169" "asmlwxirana" "asmlwxirana1054.bods@nighthack.in" "bods011" "2018" "7.77" "43"
"5170" "ajsrwirae" "ajsrwirae2306.csae@nighthack.in" "csae002" "2016" "9.14" "52"
"5171" "tashmsihu" "tashmsihu9089.bop@nighthack.in" "bop009" "2018" "4.62" "4"
"5172" "aayhwsiar" "aayhwsiar6002.csan@nighthack.in" "csan036" "2014" "8.92" "1"
"5173" "isvlah" "isvlah9019.csd@nighthack.in" "csd039" "2016" "8.92" "11"
"5174" "aknupaatth" "aknupaatth9032.bop@nighthack.in" "bop009" "2016" "5.49" "91"
"5175" "lvuip" "lvuip4041.eace@nighthack.in" "eace004" "2015" "6.77" "58"
"5176" "dnanaggia" "dnanaggia1012.ce@nighthack.in" "ce001" "2015" "7.12" "30"
"5177" "swehta" "swehta8042.b@nighthack.in" "b018" "2018" "6.33" "61"
"5178" "asaiahtm" "asaiahtm4007.mlais@nighthack.in" "mlais224" "2017" "8.83" "0"
"5179" "lihkhti" "lihkhti3018.eaee@nighthack.in" "eaee003" "2017" "7.27" "155"
"5180" "acnradh" "acnradh8060.bohm@nighthack.in" "bohm008" "2014" "5.64" "109"
"5181" "haadtih" "haadtih6002.pd@nighthack.in" "pd006" "2017" "7.68" "43"
"5182" "aihnsa" "aihnsa2052.ase@nighthack.in" "ase012" "2018" "6.09" "1"
"5183" "daasarh" "daasarh5001.esde@nighthack.in" "esde215" "2016" "8.98" "1"
"5184" "khsumhaairty" "khsumhaairty1081.bods@nighthack.in" "bods011" "2014" "9.87" "112"
"5185" "namjo" "namjo9064.bop@nighthack.in" "bop009" "2015" "9.44" "307"
"5186" "kshaapr" "kshaapr5041.me@nighthack.in" "me005" "2015" "9.31" "7"
"5187" "ahrtabh" "ahrtabh2032.csae@nighthack.in" "csae002" "2018" "8.75" "8"
"5188" "tgthaata" "tgthaata3048.eaee@nighthack.in" "eaee003" "2016" "5.46" "5"
"5189" "ientve" "ientve8058.b@nighthack.in" "b018" "2018" "5.61" "64"
"5190" "sdnrhciroa" "sdnrhciroa8062.bohm@nighthack.in" "bohm008" "2014" "4.8" "6"
"5191" "nsriisvaa" "nsriisvaa8001.dpiaads@nighthack.in" "dpiaads728" "2016" "8.87" "0"
"5192" "ynibeddu" "ynibeddu2303.csae@nighthack.in" "csae002" "2016" "8.45" "23"
"5193" "mahgena" "mahgena1057.bods@nighthack.in" "bods011" "2015" "5.39" "383"
"5194" "igyraaht" "igyraaht1020.bods@nighthack.in" "bods011" "2016" "8.78" "67"
"5195" "vaenen" "vaenen6010.moha@nighthack.in" "moha086" "2017" "5.83" "5"
"5196" "aamhnro" "aamhnro6005.amt@nighthack.in" "amt026" "2014" "4.75" "32"
"5197" "esjer" "esjer3006.ae@nighthack.in" "ae013" "2017" "8.6" "110"
"5198" "mhseu" "mhseu3007.eaee@nighthack.in" "eaee003" "2018" "6.04" "34"
"5199" "toakhbacryr" "toakhbacryr2307.csae@nighthack.in" "csae002" "2016" "7.62" "58"
"5200" "tanarmkhrua" "tanarmkhrua4092.hrm@nighthack.in" "hrm048" "2015" "5.95" "6"
"5201" "nsradha" "nsradha1039.ce@nighthack.in" "ce001" "2015" "9.88" "34"
"5202" "wtvhsaihna" "wtvhsaihna5093.me@nighthack.in" "me005" "2017" "6.72" "48"
"5203" "hunbava" "hunbava7016.hrm@nighthack.in" "hrm048" "2016" "7.04" "0"
"5204" "aanarahcrmd" "aanarahcrmd6001.dpimapsa@nighthack.in" "dpimapsa706" "2017" "6.34" "1"
"5205" "ilisraabl" "ilisraabl2137.csae@nighthack.in" "csae002" "2016" "8.64" "0"
"5206" "ycrki" "ycrki6034.pd@nighthack.in" "pd006" "2018" "9.09" "0"
"5207" "urngug" "urngug8017.bohm@nighthack.in" "bohm008" "2018" "6.01" "0"
"5208" "nusdghaa" "nusdghaa1078.bods@nighthack.in" "bods011" "2014" "8.23" "115"
"5209" "hatij" "hatij8013.bohm@nighthack.in" "bohm008" "2017" "9.91" "124"
"5210" "ddnahinaca" "ddnahinaca1025.ce@nighthack.in" "ce001" "2018" "5.34" "67"
"5211" "hvagaendtma" "hvagaendtma2010.ase@nighthack.in" "ase012" "2018" "8.1" "7"
"5212" "vlhisa" "vlhisa7015.edtm@nighthack.in" "edtm222" "2014" "6.55" "1"
"5213" "ahenagsms" "ahenagsms1025.ce@nighthack.in" "ce001" "2015" "9.38" "183"
"5214" "eashrj" "eashrj0013.ceam@nighthack.in" "ceam040" "2016" "6.27" "0"
"5215" "hbrmaai" "hbrmaai9096.bop@nighthack.in" "bop009" "2018" "7.7" "7"
"5216" "anshdsura" "anshdsura3039.eaee@nighthack.in" "eaee003" "2016" "8.75" "65"
"5217" "kjanivteae" "kjanivteae8040.bohm@nighthack.in" "bohm008" "2018" "4.88" "2"
"5218" "jmano" "jmano8042.bohm@nighthack.in" "bohm008" "2015" "4.68" "13"
"5219" "nhrgadreava" "nhrgadreava9004.assp@nighthack.in" "assp079" "2016" "9.96" "38"
"5220" "nggisao" "nggisao0008.dop@nighthack.in" "dop010" "2015" "9.95" "59"
"5221" "iasrhh" "iasrhh9006.amd@nighthack.in" "amd219" "2018" "5.76" "2"
"5222" "mihasan" "mihasan1016.bods@nighthack.in" "bods011" "2014" "9.57" "62"
"5223" "aimwgso" "aimwgso2086.csae@nighthack.in" "csae002" "2017" "6.88" "16"
"5224" "ahsriaksr" "ahsriaksr9083.bop@nighthack.in" "bop009" "2018" "9.72" "3"
"5225" "ithsphriak" "ithsphriak4047.mm@nighthack.in" "mm046" "2015" "4.65" "6"
"5226" "jtihrhis" "jtihrhis8083.bohm@nighthack.in" "bohm008" "2018" "9.25" "0"
"5227" "apsarhspivahaan" "apsarhspivahaan9011.csd@nighthack.in" "csd039" "2018" "9.58" "1"
"5228" "diiat" "diiat4001.bodfd@nighthack.in" "bodfd014" "2018" "8.49" "0"
"5229" "hycinama" "hycinama2401.csae@nighthack.in" "csae002" "2016" "4.98" "173"
"5230" "mlnidi" "mlnidi2016.csae@nighthack.in" "csae002" "2014" "4.95" "70"
"5231" "haisul" "haisul8097.bohm@nighthack.in" "bohm008" "2015" "5.6" "54"
"5232" "rjgaaan" "rjgaaan1018.ce@nighthack.in" "ce001" "2016" "9.38" "0"
"5233" "rtapuj" "rtapuj2013.csae@nighthack.in" "csae002" "2016" "8.71" "193"
"5234" "yapries" "yapries0022.dop@nighthack.in" "dop010" "2014" "5.09" "14"
"5235" "dahseht.srr" "dahseht.srr3005.pcab@nighthack.in" "pcab073" "2016" "7.1" "2"
"5236" "aarmpr" "aarmpr2018.moha@nighthack.in" "moha086" "2015" "9.41" "1"
"5237" "utkhsur" "utkhsur5067.me@nighthack.in" "me005" "2016" "7.71" "34"
"5238" "ijji" "ijji1002.pd@nighthack.in" "pd041" "2018" "9.47" "0"
"5239" "ciejan" "ciejan7003.oams@nighthack.in" "oams067" "2016" "9.44" "1"
"5240" "visvsatar" "visvsatar8018.bohm@nighthack.in" "bohm008" "2017" "8.24" "21"
"5241" "ngeihvs" "ngeihvs2199.csae@nighthack.in" "csae002" "2017" "6.81" "89"
"5242" "aaayrbudn" "aaayrbudn1004.dpieata@nighthack.in" "dpieata700" "2014" "8.57" "14"
"5243" "smliahk" "smliahk6032.fm@nighthack.in" "fm047" "2017" "5.18" "1"
"5244" "aahbds" "aahbds1039.ce@nighthack.in" "ce001" "2017" "5.05" "0"
